,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
171,2uKWInHih8UkVBwgH6zuUm,0.469,0.941,7.0,-3.527,1.0,0.138,0.00298,0.000158,0.325,0.829,101.303,219853.0,4.0
172,0Cd0iAL7nSNgTxadEsI5Od,0.701,0.566,2.0,-7.503,0.0,0.0354,0.212,0.000978,0.165,0.441,123.991,147097.0,4.0
173,6KEb17S00Inf0v1qYDgUAj,0.705,0.692,9.0,-6.476,0.0,0.0357,0.574,0.0,0.13,0.444,122.991,175890.0,4.0
174,5HgZU8DoSWLvs1dWBvXYJt,0.79,0.775,11.0,-5.042,1.0,0.0505,0.149,0.0,0.189,0.832,109.944,184387.0,4.0
175,1ITV1k9laGrWUpagayejMQ,0.474,0.95,7.0,-2.762,1.0,0.0898,0.00646,0.000397,0.177,0.67,176.491,165787.0,4.0
176,5gwTxSGO05hoDp59dr4mzo,0.695,0.784,0.0,-5.76,1.0,0.0363,0.118,0.0233,0.173,0.849,74.997,158388.0,4.0
177,4qqlAkJ1oXYrYFtX3PHmmw,0.686,0.588,7.0,-5.962,0.0,0.0374,0.0505,6.41e-05,0.113,0.543,143.008,164476.0,4.0
178,2Y9vntBucMBKzLFGaOiYA4,0.441,0.334,5.0,-13.874,1.0,0.0969,0.906,3.16e-05,0.129,0.433,149.629,198320.0,4.0
179,17fq6LtVwn5AvyAkVZZL4z,0.773,0.271,5.0,-12.229,1.0,0.038,0.902,0.00104,0.137,0.788,125.083,154999.0,4.0
180,1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,2.0,-5.16,1.0,0.287,0.336,0.0,0.0809,0.605,93.421,161684.0,4.0
181,16iRlyUMJVPqz62DlomMre,0.513,0.38,11.0,-11.091,1.0,0.0336,0.12,0.0,0.0924,0.323,120.952,263500.0,4.0
182,5LwSdQ08DDEPeYEFUQlGP8,0.524,0.135,7.0,-16.136,1.0,0.044,0.886,5.65e-05,0.323,0.499,81.198,256139.0,3.0
183,4rogQcTh9fZvqH6aCUGxuB,0.593,0.307,6.0,-12.427,1.0,0.0747,0.215,0.0,0.122,0.587,81.515,230486.0,4.0
184,2X5AFygz5SDYlXagyPw8kX,0.642,0.374,5.0,-10.606,1.0,0.032,0.423,1.54e-06,0.435,0.0979,129.863,221538.0,4.0
185,3e7LQvyW617yxNW6mm0XdA,0.903,0.419,1.0,-10.277,1.0,0.111,0.23,0.0,0.0972,0.134,119.979,185051.0,4.0
186,1dcNEEtODRVZEevQ20Cgmy,0.62,0.547,1.0,-6.772,1.0,0.0248,0.112,0.0,0.19,0.208,98.032,210355.0,4.0
187,3pCt2wRdBDa2kCisIdHWgF,0.668,0.727,7.0,-6.55,0.0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571.0,4.0
188,4aJzPMzETa2kSm1Gz8PlBx,0.692,0.549,9.0,-4.327,0.0,0.0366,0.183,0.0,0.102,0.375,71.991,231798.0,4.0
189,0ZVXBU8LCG0HutT5Oa8eI4,0.769,0.602,9.0,-7.3,1.0,0.0312,0.0923,0.0229,0.0594,0.527,104.992,227723.0,4.0
190,2zh01m4PiHaZz4BAm0NRxs,0.608,0.845,6.0,-2.292,1.0,0.0597,0.136,0.0,0.111,0.322,98.976,218240.0,4.0
191,2QdH0rKlV3d9Y6lWzcnlBH,0.847,0.814,11.0,-4.668,0.0,0.152,0.0825,0.000507,0.0948,0.711,140.057,172359.0,4.0
192,0ClPIeT6MSgfSgQ9ZrJbAq,0.749,0.535,4.0,-6.785,1.0,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607.0,4.0
193,1Fhb9iJPufNMZSwupsXiRe,0.711,0.747,0.0,-6.335,1.0,0.0523,0.459,0.0,0.0957,0.852,136.0,166023.0,4.0
194,1Ry0l6trESL8T4ddsRaYLE,0.48,0.299,7.0,-12.077,1.0,0.0525,0.838,0.0,0.133,0.196,121.75,158677.0,4.0
195,5fh1tWashAZSkcdFDqrnyW,0.742,0.407,5.0,-12.185,1.0,0.123,0.815,0.000103,0.112,0.624,129.818,267162.0,4.0
196,6EgwlXnFrfkFqOKqY3dqki,0.753,0.0832,9.0,-13.375,1.0,0.0455,0.822,0.0,0.0811,0.634,99.906,178200.0,4.0
197,7I9RoRcJ0N9rvN4p4KWPsH,0.745,0.497,2.0,-5.767,1.0,0.136,0.00611,0.033,0.183,0.438,75.019,224579.0,4.0
198,6vFsBXYczYsP0H3lgunZOm,0.637,0.929,4.0,-3.593,1.0,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351.0,4.0
199,1U6aNzlYxoCGGm7K6Nu9EE,0.369,0.424,7.0,-5.431,1.0,0.0318,0.64,0.0,0.184,0.181,179.597,203991.0,4.0
200,4JE6agBLHGA5TaF6FlqfBD,0.331,0.45,10.0,-5.362,1.0,0.034,0.365,0.00464,0.22,0.18,123.829,218755.0,4.0
201,3rlUxMDbs9DFZn0NaFO305,0.861,0.644,5.0,-7.79,1.0,0.513,0.0953,0.0,0.284,0.765,76.915,115392.0,4.0
202,3dG1jxbfBIZvzyFwAcsmS0,0.583,0.589,2.0,-6.621,1.0,0.203,0.0612,0.0,0.108,0.56,192.13,181196.0,4.0
203,35yw6wTQcItHtyrbCAQV9L,0.713,0.258,3.0,-14.231,1.0,0.036,0.823,0.0111,0.0838,0.214,102.008,327059.0,4.0
204,6nQYJuqhIW2zKWAv1rZPM6,0.618,0.652,0.0,-2.971,1.0,0.0313,0.0711,0.0,0.216,0.507,139.902,259120.0,3.0
205,3krZxyBsWEHfEfJegYaWTd,0.615,0.422,5.0,-8.019,0.0,0.0504,0.604,0.0,0.112,0.185,135.859,214094.0,5.0
206,6BeODAFUXgrscucnq8xDAs,0.588,0.178,8.0,-17.502,1.0,0.0489,0.877,0.0,0.107,0.358,129.763,232000.0,4.0
207,4RBg2yWT0oRxPFUHz1Q8zm,0.742,0.612,11.0,-5.42,0.0,0.299,0.334,0.0,0.119,0.389,135.943,321263.0,3.0
208,7oPYVEyCOE5qZBsVvQLvCi,0.874,0.863,2.0,-4.049,1.0,0.0716,0.171,0.000739,0.0708,0.839,110.045,118886.0,4.0
209,6iql0jmyrOmtI58SGMI3IJ,0.616,0.243,7.0,-7.578,0.0,0.205,0.866,0.0,0.0932,0.782,185.562,148800.0,3.0
210,2rDZhKnPaPG054ExZ6nXUS,0.796,0.68,10.0,-5.555,0.0,0.37,0.0575,0.000683,0.103,0.71,179.923,176143.0,4.0
211,4xgFkL3iSFCPoHBrqJ85T0,0.636,0.528,5.0,-9.351,1.0,0.047,0.905,0.0852,0.0965,0.961,92.967,251293.0,3.0
212,3SgybTfx3GWHAcjhK9iPmz,0.736,0.785,10.0,-3.676,1.0,0.0567,0.198,4.44e-06,0.109,0.747,176.021,250907.0,4.0
213,3IfUwAUPyHvq5vfRMXK1WO,0.833,0.748,1.0,-5.963,1.0,0.229,0.0331,1.44e-06,0.0728,0.484,119.925,140000.0,4.0
214,40VXhSMmqKiQqXkagwD6Kx,0.639,0.82,1.0,-7.175,1.0,0.0352,0.00959,0.693,0.0884,0.852,131.995,138162.0,4.0
215,0aZnyTWJNgdzYoOiaW8HKG,0.515,0.704,9.0,-5.25,0.0,0.206,0.767,0.0,0.415,0.885,91.246,217213.0,3.0
216,6tMdpUXfT70TD6Eh3XfB1p,0.648,0.827,9.0,-4.78,0.0,0.042,0.00533,0.338,0.217,0.598,176.005,230895.0,4.0
217,4FbSQJbQNWKyCWVSEpnlqu,0.678,0.699,3.0,-9.486,0.0,0.0401,0.00415,0.0,0.102,0.85,121.847,289176.0,4.0
218,24k6qrLWl6GsF8tFXgkKuo,0.507,0.522,8.0,-9.775,0.0,0.119,0.78,0.0102,0.144,0.451,158.014,263253.0,3.0
219,7ssJMybqD4c4dkpoU81mlZ,0.885,0.725,9.0,-6.05,1.0,0.147,0.581,0.0,0.0657,0.923,109.069,138335.0,4.0
220,1cEhrSF6EylAEqdhUGuNpX,0.877,0.444,8.0,-7.547,1.0,0.172,0.24,0.0,0.169,0.658,129.06,165527.0,4.0
221,1VOKnlCFYhzGW1al5M9cgv,0.664,0.927,5.0,-2.48,1.0,0.0597,0.335,0.0,0.107,0.869,115.986,242600.0,4.0
222,20GrahbI4AzAOWxpYfDKkf,0.757,0.721,4.0,-2.906,0.0,0.0691,0.00196,0.0,0.647,0.364,124.036,165366.0,4.0
223,3ciqhcLmXP4hVGBD98QlEj,0.746,0.764,2.0,-6.833,1.0,0.0462,0.00803,0.0,0.357,0.701,116.982,231883.0,4.0
224,2cc8Sw1OnCuA5bV8nqWqpE,0.691,0.695,0.0,-5.6,1.0,0.0367,0.0592,0.0,0.0647,0.514,106.064,233386.0,4.0
225,4d79iPe88TzFewhFk2vrcy,0.722,0.501,10.0,-6.113,0.0,0.0625,0.255,0.0,0.0857,0.541,144.076,156742.0,4.0
226,41eenDXgPx45KuzgYJvevD,0.582,0.819,7.0,-5.192,1.0,0.0737,0.0583,0.0,0.162,0.534,169.995,198840.0,4.0
227,5GGTgkmfEzkhAfmG0hxXk9,0.307,0.873,2.0,-2.309,1.0,0.0389,0.226,0.00496,0.365,0.12,150.397,449507.0,4.0
228,3Pj6u2KTgepyyidp5xfbHp,0.712,0.568,5.0,-7.864,0.0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356.0,4.0
229,2S9FuNX2H2cCwxcIoTUtbM,0.742,0.54,4.0,-6.456,1.0,0.187,0.718,0.0,0.102,0.52,140.039,197093.0,4.0
230,6NKn02oJDkUkRa9IHbMe3n,0.753,0.574,3.0,-4.57,1.0,0.0483,0.0512,3.71e-06,0.141,0.527,89.024,290000.0,4.0
231,3Iba59sFmGhQ4kbCY5L8AX,0.689,0.706,1.0,-4.48,0.0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268.0,4.0
232,6VYY26Wws3jIS1DdqeOsXZ,0.741,0.855,5.0,-3.499,1.0,0.0923,0.353,0.0,0.12,0.929,159.94,169133.0,4.0
233,5ynGR62BCNQZx7EUoqSTac,0.559,0.661,5.0,-6.627,1.0,0.0818,0.162,0.00107,0.0902,0.32,195.927,249796.0,4.0
234,7eCpXVlWnTVEE8twb3P8m5,0.434,0.271,7.0,-10.302,1.0,0.0353,0.856,0.0,0.109,0.367,167.412,158175.0,4.0
235,3VSA53dOtVkhwyJ0nsAnRt,0.545,0.778,11.0,-4.322,0.0,0.039,0.0102,0.0,0.0902,0.413,100.144,218253.0,4.0
236,4LxFRsy3TZjqAtAgIsjkez,0.621,0.783,2.0,-4.78,1.0,0.162,0.55,0.0,0.109,0.49,160.161,218250.0,4.0
237,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0
238,2bU2EvhMM4Z1M1CLJlnZH1,0.482,0.47,11.0,-6.365,1.0,0.0314,0.665,0.0,0.191,0.32,109.286,165229.0,4.0
239,67BtfxlNbhBmCDR2L2l8qd,0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,137876.0,4.0
240,15HNdxGKNCIO9pgaY4n7FU,0.538,0.869,8.0,-3.464,1.0,0.0275,0.047,0.0,0.14,0.369,91.972,326843.0,4.0
241,7MAibcTli4IisCtbHKrGMh,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,242096.0,4.0
242,5xKHD7mTnrCgy4SN1Y1jK3,0.549,0.418,6.0,-13.172,1.0,0.0423,0.788,0.123,0.112,0.692,171.98,210377.0,4.0
243,285pBltuF7vW8TeWk8hdRR,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,239836.0,4.0
244,10PzmnIzAwd4vRRDUamEwr,0.457,0.499,4.0,-6.655,1.0,0.0318,0.422,0.0,0.331,0.164,120.18,281314.0,4.0
245,39RQAEuPs04z9wCFnMBuA7,0.845,0.589,11.0,-5.526,1.0,0.0549,0.054,3.09e-06,0.0676,0.739,120.033,168714.0,4.0
246,59eluCMn0XbOWqeWQ91FTM,0.524,0.687,7.0,-4.039,1.0,0.0267,0.00135,0.0,0.169,0.619,99.919,246307.0,4.0
247,3OB2kHbwZESIxMSIrv7xit,0.528,0.448,4.0,-12.207,0.0,0.0248,0.141,0.423,0.162,0.458,97.975,216510.0,4.0
248,0BGwAKW4u8kWOhWFflZxfl,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,4.0
249,5LuuUXI3Msm4L2iUNHi3JB,0.734,0.506,11.0,-8.021,0.0,0.0364,0.0338,0.0,0.116,0.174,99.997,186000.0,4.0
250,6xw8ld1ztoCKifwTN6uGDq,0.878,0.64,0.0,-5.641,1.0,0.0591,0.142,0.0,0.0981,0.658,124.069,200524.0,4.0
251,159SZ03pGD0xbRQOO0u8d2,0.533,0.794,9.0,-6.117,0.0,0.0315,0.0163,2.3e-06,0.285,0.454,127.961,310672.0,4.0
252,3izsNAAnjd2hGIAvF0lfuc,0.791,0.533,9.0,-10.52,1.0,0.119,0.284,0.0,0.0808,0.246,127.841,151902.0,4.0
253,2As5qbxVlDvwVflpZ5L7pR,0.646,0.497,1.0,-9.741,1.0,0.0337,0.345,6.97e-05,0.107,0.242,125.119,173920.0,4.0
254,6g55kbzhCFjaaewl6mAxXn,0.753,0.581,1.0,-9.402,1.0,0.129,0.149,0.00032,0.127,0.349,126.049,174167.0,4.0
255,4MDIxXuqBgHWJu8Cw92g8Y,0.712,0.411,11.0,-9.328,1.0,0.0313,0.543,1.13e-05,0.0886,0.549,95.08,207401.0,4.0
256,6kyuJgHiPolqHWT5lYNvIe,0.663,0.579,8.0,-8.028,0.0,0.0585,0.197,0.0,0.123,0.261,83.026,187952.0,4.0
257,5DOHzS4CEPwu2CIFdtTPDe,0.748,0.585,0.0,-7.541,1.0,0.0517,0.174,0.0,0.0984,0.746,129.843,194769.0,4.0
258,6WlqlQu7hnZNHCZmY12mgo,0.653,0.783,11.0,-9.585,0.0,0.048,0.041,0.0,0.293,0.858,119.964,212500.0,4.0
259,08Ni8ycWrYYeQ84MBSWzbz,0.366,0.321,1.0,-7.684,1.0,0.0357,0.481,0.00189,0.0941,0.223,177.037,344746.0,3.0
260,37eHzrwiCHGgyPLnBbCTk5,0.795,0.633,5.0,-7.059,0.0,0.0731,0.346,4.39e-05,0.0901,0.237,102.009,241929.0,4.0
261,74fN5qPHhdsfBIIGN5C0JW,0.921,0.398,0.0,-9.427,1.0,0.0794,0.0277,1.04e-05,0.121,0.792,116.011,143571.0,4.0
262,3GPRo38WHLm2F7RGTmIZ9H,0.72,0.486,4.0,-11.9,1.0,0.0948,0.0528,1.42e-06,0.0729,0.509,152.075,194211.0,4.0
263,2iRniYXjMHKmwXqA2jYXP7,0.871,0.341,3.0,-8.932,0.0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,173386.0,4.0
264,3CnYaWvjHsuU4p9AtOzAwu,0.857,0.692,10.0,-6.625,0.0,0.165,0.0182,0.0,0.0682,0.69,147.096,131429.0,4.0
265,2D820se3QUXDJbupKJJDXO,0.46,0.54,4.0,-11.677,1.0,0.152,0.406,0.0,0.621,0.762,117.459,172655.0,4.0
266,1q3Iuk3nVEwRPj7mR34QYQ,0.929,0.455,1.0,-11.527,1.0,0.554,0.000682,0.00242,0.151,0.552,121.949,243133.0,4.0
267,43uOVQLvsUxWOzQLApPu0X,0.415,0.63,1.0,-9.335,1.0,0.0557,0.721,0.0688,0.162,0.341,137.408,227706.0,4.0
268,1sGybPOm1Q0Cv5Ak6UN43z,0.52,0.925,2.0,-4.974,0.0,0.0606,0.000142,0.000204,0.296,0.267,107.985,228331.0,4.0
269,6uYnM3pZBgvEh95lrsqSJS,0.677,0.872,6.0,-7.673,1.0,0.232,0.253,0.0368,0.127,0.197,138.003,136196.0,4.0
270,7amH2HH61gLCW6mSAre9s7,0.604,0.555,6.0,-7.415,0.0,0.0287,0.0362,0.00721,0.0991,0.182,116.903,230880.0,4.0
271,0pvPWDLzZcWFyXO2VantXA,0.743,0.56,11.0,-9.989,0.0,0.261,0.175,0.0,0.286,0.634,142.038,194366.0,4.0
272,2nIgV90BbhZqq3RXazLV1w,0.883,0.74,9.0,-6.005,1.0,0.216,0.0116,0.000517,0.331,0.809,128.005,185625.0,4.0
273,1KKqiE7UtShqsjZwYvWpm8,0.793,0.574,11.0,-7.823,1.0,0.0552,0.216,0.0,0.0923,0.538,89.994,135543.0,4.0
274,7x19JpxcxilHUPLbrWdpDW,0.549,0.545,5.0,-5.861,1.0,0.385,0.323,0.0,0.245,0.52,95.562,245035.0,5.0
275,1KhrAWvLIjRlQIJtSTgvsi,0.605,0.864,6.0,-5.365,1.0,0.0292,0.13,0.000827,0.113,0.736,122.918,228187.0,4.0
276,0pb6jcU6ncdHhpigpPnm7Y,0.892,0.482,0.0,-7.289,1.0,0.0613,0.159,0.0,0.382,0.513,105.022,148143.0,4.0
277,50NF7iOmQU8m4Z38qmQ0WZ,0.613,0.873,6.0,-4.572,1.0,0.0299,0.0688,0.0,0.094,0.436,97.999,176360.0,4.0
278,6iuEK9IFiwlbchU6Fg35x4,0.843,0.538,10.0,-7.247,0.0,0.0534,0.483,0.0,0.127,0.921,119.109,140480.0,4.0
279,6DFpaIEN0sKytc77iFZU00,0.768,0.879,1.0,-7.571,1.0,0.253,0.0168,0.00462,0.263,0.286,134.983,260910.0,4.0
280,5KLDajsSLvA5n2zTwKycvF,0.678,0.867,0.0,-5.85,1.0,0.0268,0.0128,3.19e-05,0.344,0.961,124.001,186751.0,4.0
281,1rsFWZMWc4cQbV2OYft88k,0.946,0.934,9.0,-4.03,1.0,0.204,0.00804,1.85e-05,0.0875,0.7,127.931,181875.0,4.0
282,01GZjSSjSSpvTnDNdR8r3Y,0.595,0.751,0.0,-4.711,0.0,0.0601,0.133,0.0,0.317,0.837,109.493,175747.0,4.0
283,0hr4vDBoqPF59h9GpqeLdV,0.612,0.631,11.0,-9.086,0.0,0.177,0.458,6.48e-06,0.132,0.282,103.97,127481.0,4.0
284,37pmVaDTYUIxp6XwVQOy5C,0.455,0.909,7.0,-3.359,0.0,0.145,0.0635,0.0249,0.13,0.151,175.007,253407.0,4.0
285,1CqOEa4NIRBaWR6sNHTDTo,0.514,0.966,2.0,-4.854,1.0,0.0502,0.00677,0.0422,0.382,0.802,91.025,218764.0,4.0
286,4wT9xC986HKw6LMObnOLfr,0.793,0.487,11.0,-9.165,1.0,0.169,0.117,0.0,0.137,0.407,93.98,186383.0,4.0
287,3MfoVUFEXWX6bxbACLVZEG,0.729,0.723,1.0,-7.374,1.0,0.0431,0.093,0.0,0.081,0.295,100.094,105600.0,4.0
288,0VzBKgimNRMauaqzT2rEnS,0.817,0.8,2.0,-4.475,1.0,0.108,0.12,3.9e-05,0.187,0.534,90.016,154667.0,4.0
289,4cG7HUWYHBV6R6tHn1gxrl,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,169153.0,4.0
290,3yuIvz5stb9v9cljhZ5Zas,0.335,0.47,1.0,-7.158,1.0,0.0343,0.36,0.0,0.114,0.186,155.912,215832.0,3.0
291,3UhmuWcFaLS3AO3kI9ynQ2,0.796,0.572,8.0,-7.03,0.0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,206061.0,4.0
292,4nyRXQQkM69kmaxiyCKMCr,0.806,0.501,9.0,-7.096,0.0,0.168,0.065,0.0,0.125,0.345,160.03,171000.0,4.0
293,6xWIuPEnPIODp4dCRsAd5I,0.542,0.795,4.0,-3.63,0.0,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160.0,4.0
294,1uRKeDUiD4fDUEAjXbmYr6,0.408,0.563,9.0,-5.97,0.0,0.0375,0.0473,0.0,0.0781,0.558,118.565,185316.0,3.0
295,1F9kEuwT29fgqlovIclu81,0.517,0.848,10.0,-4.054,1.0,0.0521,0.00581,0.0,0.214,0.429,95.906,188779.0,4.0
296,7zVVkNOKWMd46nwMUgHPmL,0.854,0.481,0.0,-5.815,1.0,0.26,0.195,0.0,0.0918,0.685,92.029,173221.0,4.0
297,7DAjue1gikUgs3TaZlnXaJ,0.568,0.864,2.0,-5.393,1.0,0.0784,0.257,0.0,0.118,0.419,161.994,186478.0,4.0
298,1CuVhIZAAc8h360WoVJYhD,0.735,0.755,0.0,-4.786,1.0,0.0614,0.0887,0.0,0.438,0.655,127.978,156761.0,4.0
299,2gwirjNHYJPlBwOJ5Aftwv,0.515,0.454,4.0,-10.119,0.0,0.0306,0.836,0.0643,0.161,0.458,81.009,221218.0,1.0
300,4W4qZs533eOrovljbcrBq2,0.548,0.452,1.0,-8.236,1.0,0.0274,0.375,6.29e-05,0.118,0.458,149.879,195959.0,4.0
301,1dI3a24CXaNy9WY47cwJsJ,0.782,0.868,6.0,-2.632,0.0,0.0373,0.277,0.0,0.126,0.581,102.027,176959.0,4.0
302,4iGKPU8XBlsUoOoyvsFhLw,0.528,0.632,0.0,-6.894,0.0,0.0546,0.651,5.36e-06,0.139,0.752,185.934,157309.0,4.0
303,2xqIlhjJca28oHvDCXvZ6K,0.922,0.532,6.0,-9.641,0.0,0.317,0.152,0.0,0.0664,0.761,93.853,249715.0,4.0
304,2BYh9EMct3gdRy5UwN3hhS,0.712,0.62,2.0,-7.506,1.0,0.355,0.0567,0.0,0.198,0.869,93.93,218417.0,4.0
305,3Qrb34pY41bEv1UaFy9li9,0.726,0.765,6.0,-4.921,1.0,0.0409,0.00811,2.89e-05,0.105,0.488,120.018,191438.0,4.0
306,6V9ZUWYyx5ENnTQOq3amoG,0.685,0.902,4.0,-5.164,1.0,0.0483,0.181,3.72e-05,0.086,0.703,149.986,235527.0,4.0
307,6tsDG4hTQEIawELzyzh2Fx,0.667,0.379,8.0,-9.96,1.0,0.0579,0.535,0.0,0.135,0.774,137.971,195872.0,4.0
308,4tU1AdxASMXhdffDSwyN5S,0.678,0.676,9.0,-7.535,0.0,0.118,0.0456,0.000151,0.113,0.604,133.205,245280.0,4.0
309,06h2UnXLG2B0d3gRubMGNI,0.507,0.481,10.0,-8.423,1.0,0.0305,0.0968,0.000232,0.0641,0.586,85.052,199235.0,4.0
310,4vAReYtMpAAFK6cyTE8WkZ,0.707,0.6,7.0,-8.398,0.0,0.19,0.107,0.0,0.105,0.577,86.647,185144.0,5.0
311,7HsjoqtWgOWvo9eNj6fqU6,0.69,0.717,7.0,-7.405,1.0,0.0538,0.0665,0.0,0.26,0.455,127.998,195000.0,4.0
312,1MgtLXQns791g4fgZF9yRm,0.84,0.419,1.0,-12.011,1.0,0.404,0.491,0.0,0.109,0.71,95.099,115310.0,4.0
313,6ClWZ12bBTGXAUjSkvGZdj,0.927,0.611,1.0,-4.672,1.0,0.128,0.133,0.0,0.129,0.236,129.054,122791.0,4.0
314,0E24QsSHUNlfLopXtqw3qH,0.749,0.766,11.0,-7.524,0.0,0.388,0.0241,9.83e-05,0.746,0.774,150.294,179233.0,4.0
315,2aItJ1oeMxElBTGhGc2nGf,0.746,0.57,1.0,-7.631,1.0,0.0643,0.341,9.07e-05,0.235,0.911,128.02,172565.0,4.0
316,0y7vLhFzjiIDa7z5D9RChG,0.707,0.648,8.0,-10.27,1.0,0.112,0.0327,0.0,0.288,0.309,95.001,145684.0,4.0
317,5RdTT9trEnmVML9PlBqNKr,0.571,0.34,10.0,-16.194,1.0,0.0382,0.777,0.452,0.0874,0.0465,138.705,222981.0,4.0
318,5bQFAKQF1mhcPPThw97kjw,0.685,0.289,5.0,-11.739,0.0,0.0418,0.552,0.0,0.147,0.626,144.927,159253.0,4.0
319,2gCY88kKDnhR2gQ8p1SJ1Z,0.646,0.67,3.0,-8.178,0.0,0.285,0.169,9.11e-05,0.123,0.575,140.002,188647.0,4.0
320,54DCdjb9ttkCbuZQBxUEOO,0.427,0.754,6.0,-6.43,1.0,0.0326,0.0263,0.0,0.147,0.572,146.023,203000.0,4.0
321,0SBnvQaR2iN1EaP5azIJFC,0.564,0.469,8.0,-9.929,1.0,0.323,0.107,1.61e-06,0.0967,0.301,132.073,203702.0,4.0
322,2XruYLgVQP1cgTO4QpH8pJ,0.609,0.674,3.0,-7.152,0.0,0.217,0.146,8.47e-06,0.128,0.298,200.03,156750.0,4.0
323,69YWQXUtlAlir0zRcFrPyr,0.602,0.471,5.0,-9.615,1.0,0.0352,0.0875,9.05e-06,0.192,0.0992,130.141,156462.0,4.0
324,67ZwIUIM4se0mV5OT5ugsB,0.556,0.564,0.0,-11.479,0.0,0.0439,0.127,0.00132,0.0652,0.859,176.049,201818.0,4.0
325,7qerpqpDvRkw966BN1dZEb,0.664,0.52,5.0,-9.127,0.0,0.0872,0.0235,0.0174,0.467,0.541,137.512,140306.0,4.0
326,1q2nvCe8AQ8kgADezqN0JU,0.688,0.718,0.0,-9.289,1.0,0.0716,0.00747,0.000916,0.0754,0.726,154.957,224853.0,5.0
327,5cwCW4r6ybpSiHWMpMKHoJ,0.592,0.214,1.0,-13.468,1.0,0.115,0.936,1.62e-05,0.253,0.422,81.672,117037.0,4.0
328,0qktS5oAOq41cBL3E9vjLt,0.765,0.516,3.0,-7.734,0.0,0.0698,0.0916,0.0,0.248,0.716,155.036,141963.0,3.0
329,4etDHprcj7s27VzfpOkwXN,0.42,0.484,6.0,-8.809,0.0,0.341,0.286,0.0,0.105,0.227,65.365,164804.0,5.0
330,5jtqm1ZWbtyaUfhX9zc0ls,0.716,0.609,7.0,-7.289,0.0,0.0371,0.415,5.21e-05,0.151,0.466,127.924,229422.0,4.0
331,4UohOvkgmCt3p0PYOPnHjN,0.503,0.907,6.0,-4.968,1.0,0.0611,0.00207,0.00149,0.474,0.803,140.118,172714.0,4.0
332,3HLpSQhA0osh76KWWE21nh,0.757,0.704,0.0,-5.68,1.0,0.04,0.0691,0.000384,0.247,0.75,86.054,247674.0,4.0
333,3QzdAMMD35NCmyKFNSziSV,0.504,0.866,11.0,-4.855,0.0,0.0535,0.0271,0.0,0.326,0.374,134.003,180000.0,4.0
334,01u0jN7Mm23lMZt1NCPh27,0.663,0.582,6.0,-8.162,0.0,0.0977,0.256,0.0,0.103,0.397,97.003,154485.0,4.0
335,31o0rhlNWx5hPeNz8wmhlI,0.317,0.235,3.0,-12.215,1.0,0.0283,0.672,0.00332,0.092,0.0718,139.282,231851.0,4.0
336,4MKL1sm8VqknemVs2yjs4M,0.597,0.519,4.0,-11.464,0.0,0.0339,0.42,6.11e-06,0.0914,0.143,92.018,216789.0,4.0
337,7woqBCkLKMMrH3WcVdnkeA,0.822,0.428,6.0,-7.142,1.0,0.0544,0.0117,2.13e-06,0.104,0.555,110.978,187240.0,4.0
338,3TEXwHPk4nhQ9nugG57i8W,0.854,0.846,3.0,-3.762,0.0,0.0725,0.35,0.0,0.0996,0.835,143.02,152098.0,4.0
339,2J3TcdKkdU42R9zWqWi6LJ,0.782,0.672,0.0,-5.913,1.0,0.0337,0.153,0.0138,0.165,0.961,123.982,198629.0,4.0
340,3mDL5BWuaVwXFAhZMWp88E,0.841,0.441,2.0,-8.363,1.0,0.0882,0.0624,0.0101,0.139,0.428,102.995,189995.0,4.0
341,1ZX0LUTVpuh8YzbQe7WbvU,0.694,0.319,11.0,-16.541,1.0,0.465,0.512,4.83e-05,0.0988,0.614,82.107,187402.0,5.0
342,0TqOMBOKodVMnr1NgMwOt7,0.429,0.521,7.0,-8.402,1.0,0.033,0.462,6.44e-05,0.118,0.231,149.953,211420.0,4.0
343,6KvTwICgd0r2Ff8dqdbRLx,0.571,0.436,4.0,-8.572,1.0,0.0286,0.78,0.206,0.112,0.405,129.934,279683.0,4.0
